"cond" "item" "RT" "correct" "subj" "prime" "target"
"EE" "20" 417 TRUE 4 "E" "E"
"DD" "12" 394 TRUE 4 "D" "D"
"EE" "2" 456 TRUE 4 "E" "E"
"DD" "28" 558 TRUE 4 "D" "D"
"DD" "8" 618 TRUE 4 "D" "D"
"EE" "60" 734 TRUE 4 "E" "E"
"EE" "48" 632 TRUE 4 "E" "E"
"DE" "62" 566 TRUE 4 "D" "E"
"EE" "54" 558 TRUE 4 "E" "E"
"DD" "21" 530 TRUE 4 "D" "D"
"DD" "1" 503 TRUE 4 "D" "D"
"ED" "13" 1000 FALSE 4 "E" "D"
"DE" "10" 488 TRUE 4 "D" "E"
"DE" "72" 679 TRUE 4 "D" "E"
"DE" "17" 670 FALSE 4 "D" "E"
"ED" "90" 625 TRUE 4 "E" "D"
"EE" "42" 610 TRUE 4 "E" "E"
"DD" "2" 465 TRUE 4 "D" "D"
"ED" "91" 639 TRUE 4 "E" "D"
"DE" "65" 679 TRUE 4 "D" "E"
"DD" "13" 1000 FALSE 4 "D" "D"
"DD" "26" 557 TRUE 4 "D" "D"
"DE" "68" 1000 FALSE 4 "D" "E"
"EE" "53" 754 TRUE 4 "E" "E"
"DE" "7" 396 TRUE 4 "D" "E"
"DE" "20" 816 TRUE 4 "D" "E"
"EE" "50" 764 TRUE 4 "E" "E"
"DE" "76" 489 TRUE 4 "D" "E"
"EE" "17" 639 TRUE 4 "E" "E"
"ED" "92" 677 TRUE 4 "E" "D"
"ED" "5" 474 TRUE 4 "E" "D"
"ED" "93" 638 TRUE 4 "E" "D"
"ED" "94" 634 TRUE 4 "E" "D"
"DD" "34" 691 TRUE 4 "D" "D"
"DE" "71" 582 TRUE 4 "D" "E"
"ED" "97" 495 FALSE 4 "E" "D"
"ED" "83" 620 TRUE 4 "E" "D"
"DD" "38" 499 TRUE 4 "D" "D"
"DE" "6" 518 FALSE 4 "D" "E"
"DD" "40" 641 TRUE 4 "D" "D"
"DD" "29" 584 TRUE 4 "D" "D"
"EE" "13" 578 TRUE 4 "E" "E"
"ED" "16" 527 TRUE 4 "E" "D"
"DE" "80" 607 TRUE 4 "D" "E"
"EE" "57" 674 TRUE 4 "E" "E"
"DD" "39" 631 TRUE 4 "D" "D"
"DE" "75" 679 TRUE 4 "D" "E"
"DE" "19" 630 FALSE 4 "D" "E"
"ED" "4" 555 TRUE 4 "E" "D"
"DE" "5" 522 TRUE 4 "D" "E"
"DE" "1" 661 TRUE 4 "D" "E"
"DD" "15" 511 TRUE 4 "D" "D"
"DE" "63" 886 TRUE 4 "D" "E"
"EE" "49" 785 TRUE 4 "E" "E"
"DE" "78" 601 TRUE 4 "D" "E"
"DE" "2" 480 TRUE 4 "D" "E"
"EE" "9" 411 TRUE 4 "E" "E"
"EE" "15" 418 TRUE 4 "E" "E"
"ED" "8" 513 TRUE 4 "E" "D"
"EE" "52" 541 TRUE 4 "E" "E"
"DE" "66" 608 TRUE 4 "D" "E"
"DE" "15" 854 TRUE 5 "D" "E"
"EE" "52" 810 TRUE 5 "E" "E"
"DE" "75" 890 TRUE 5 "D" "E"
"DE" "72" 700 TRUE 5 "D" "E"
"ED" "7" 1000 FALSE 5 "E" "D"
"DE" "67" 834 TRUE 5 "D" "E"
"DD" "8" 965 TRUE 5 "D" "D"
"ED" "84" 798 TRUE 5 "E" "D"
"EE" "12" 902 TRUE 5 "E" "E"
"DE" "17" 936 TRUE 5 "D" "E"
"DE" "76" 768 TRUE 5 "D" "E"
"EE" "44" 872 TRUE 5 "E" "E"
"EE" "46" 946 TRUE 5 "E" "E"
"DD" "5" 591 TRUE 5 "D" "D"
"DD" "34" 663 TRUE 5 "D" "D"
"EE" "18" 596 TRUE 5 "E" "E"
"DE" "6" 842 TRUE 5 "D" "E"
"EE" "54" 623 TRUE 5 "E" "E"
"DD" "6" 674 TRUE 5 "D" "D"
"EE" "56" 631 TRUE 5 "E" "E"
"DE" "65" 1000 FALSE 5 "D" "E"
"DD" "28" 684 TRUE 5 "D" "D"
"DE" "19" 883 TRUE 5 "D" "E"
"EE" "17" 766 TRUE 5 "E" "E"
"ED" "18" 547 TRUE 5 "E" "D"
"DE" "63" 1000 FALSE 5 "D" "E"
"ED" "88" 793 TRUE 5 "E" "D"
"DD" "37" 825 TRUE 5 "D" "D"
"EE" "59" 809 TRUE 5 "E" "E"
"DD" "13" 1000 FALSE 5 "D" "D"
"EE" "51" 665 TRUE 5 "E" "E"
"DD" "7" 621 TRUE 5 "D" "D"
"ED" "19" 906 TRUE 5 "E" "D"
"DD" "27" 700 TRUE 5 "D" "D"
"DD" "14" 581 TRUE 5 "D" "D"
"DE" "73" 531 TRUE 5 "D" "E"
"DD" "29" 564 FALSE 5 "D" "D"
"DD" "17" 1000 FALSE 5 "D" "D"
"DE" "8" 807 TRUE 5 "D" "E"
"DE" "1" 641 TRUE 5 "D" "E"
"DD" "9" 1000 FALSE 5 "D" "D"
"DE" "18" 622 TRUE 5 "D" "E"
"ED" "85" 728 TRUE 5 "E" "D"
"DD" "36" 891 TRUE 5 "D" "D"
"EE" "43" 797 TRUE 5 "E" "E"
"ED" "83" 794 TRUE 5 "E" "D"
"DE" "16" 624 TRUE 5 "D" "E"
"DE" "78" 713 TRUE 5 "D" "E"
"DD" "24" 601 TRUE 5 "D" "D"
"DD" "35" 610 TRUE 5 "D" "D"
"DE" "7" 783 TRUE 5 "D" "E"
"ED" "16" 746 TRUE 5 "E" "D"
"DD" "4" 587 TRUE 5 "D" "D"
"EE" "15" 603 TRUE 5 "E" "E"
"DE" "4" 548 TRUE 5 "D" "E"
"ED" "2" 611 TRUE 5 "E" "D"
"DD" "18" 513 TRUE 5 "D" "D"
"DD" "1" 585 TRUE 5 "D" "D"
"EE" "11" 594 TRUE 5 "E" "E"
"DE" "64" 754 TRUE 5 "D" "E"
"ED" "15" 573 TRUE 5 "E" "D"
"ED" "86" 730 TRUE 5 "E" "D"
"EE" "5" 556 TRUE 5 "E" "E"
"DD" "26" 708 TRUE 5 "D" "D"
"DD" "39" 579 FALSE 5 "D" "D"
"EE" "3" 1000 FALSE 5 "E" "E"
"ED" "13" 1000 FALSE 5 "E" "D"
"DD" "11" 502 TRUE 5 "D" "D"
"EE" "6" 578 TRUE 5 "E" "E"
"ED" "91" 707 TRUE 5 "E" "D"
"ED" "98" 704 TRUE 5 "E" "D"
"EE" "8" 677 TRUE 5 "E" "E"
"EE" "60" 728 TRUE 5 "E" "E"
"DE" "77" 1000 FALSE 5 "D" "E"
"EE" "7" 548 TRUE 5 "E" "E"
"ED" "81" 706 TRUE 5 "E" "D"
"DE" "13" 883 FALSE 5 "D" "E"
"DD" "20" 596 TRUE 5 "D" "D"
"EE" "53" 624 TRUE 5 "E" "E"
"DE" "62" 762 TRUE 5 "D" "E"
"EE" "14" 1000 FALSE 5 "E" "E"
"EE" "42" 818 TRUE 5 "E" "E"
"EE" "1" 640 TRUE 5 "E" "E"
"EE" "48" 678 TRUE 5 "E" "E"
"ED" "4" 589 TRUE 5 "E" "D"
"DE" "20" 624 FALSE 5 "D" "E"
"ED" "82" 733 TRUE 5 "E" "D"
"EE" "4" 568 TRUE 5 "E" "E"
"ED" "99" 832 TRUE 5 "E" "D"
"EE" "45" 660 TRUE 5 "E" "E"
"DD" "30" 632 TRUE 5 "D" "D"
"EE" "10" 981 TRUE 5 "E" "E"
"ED" "5" 627 TRUE 5 "E" "D"
"DE" "71" 591 TRUE 5 "D" "E"
"ED" "90" 532 TRUE 5 "E" "D"
"DE" "2" 708 TRUE 5 "D" "E"
"ED" "93" 743 TRUE 5 "E" "D"
"ED" "94" 645 TRUE 5 "E" "D"
"DE" "68" 634 TRUE 5 "D" "E"
"ED" "17" 594 TRUE 5 "E" "D"
"ED" "9" 571 TRUE 5 "E" "D"
"ED" "11" 523 TRUE 5 "E" "D"
"EE" "41" 586 TRUE 5 "E" "E"
"ED" "92" 643 TRUE 5 "E" "D"
"EE" "50" 746 TRUE 5 "E" "E"
"DD" "31" 674 TRUE 5 "D" "D"
"DD" "21" 611 TRUE 5 "D" "D"
"DD" "19" 987 TRUE 5 "D" "D"
"EE" "13" 679 TRUE 5 "E" "E"
"DE" "11" 661 TRUE 5 "D" "E"
"EE" "55" 599 TRUE 5 "E" "E"
"DD" "25" 714 TRUE 5 "D" "D"
"ED" "96" 538 TRUE 5 "E" "D"
"ED" "3" 660 TRUE 5 "E" "D"
"ED" "14" 578 TRUE 5 "E" "D"
"ED" "8" 603 TRUE 5 "E" "D"
"DD" "2" 578 TRUE 5 "D" "D"
"EE" "19" 529 TRUE 5 "E" "E"
"ED" "89" 768 TRUE 5 "E" "D"
"DD" "16" 683 TRUE 5 "D" "D"
"ED" "10" 590 TRUE 5 "E" "D"
"ED" "6" 679 TRUE 5 "E" "D"
"DE" "5" 492 TRUE 5 "D" "E"
"EE" "57" 563 TRUE 5 "E" "E"
"EE" "9" 614 TRUE 5 "E" "E"
"DE" "69" 568 TRUE 5 "D" "E"
"DE" "9" 1000 FALSE 5 "D" "E"
"DE" "3" 554 TRUE 5 "D" "E"
"DE" "74" 586 TRUE 5 "D" "E"
"DD" "38" 631 TRUE 5 "D" "D"
"DD" "10" 478 TRUE 5 "D" "D"
"DD" "32" 618 TRUE 5 "D" "D"
"ED" "12" 493 TRUE 5 "E" "D"
"EE" "47" 625 TRUE 5 "E" "E"
"DD" "12" 862 TRUE 5 "D" "D"
"EE" "2" 629 TRUE 5 "E" "E"
"ED" "20" 593 TRUE 5 "E" "D"
"EE" "49" 756 TRUE 5 "E" "E"
"DE" "12" 629 TRUE 5 "D" "E"
"DE" "10" 724 TRUE 5 "D" "E"
"ED" "97" 679 TRUE 5 "E" "D"
"DE" "70" 667 TRUE 5 "D" "E"
"DE" "80" 650 TRUE 5 "D" "E"
"DE" "79" 600 TRUE 5 "D" "E"
"ED" "87" 714 TRUE 5 "E" "D"
"DD" "40" 562 TRUE 5 "D" "D"
"DD" "15" 678 TRUE 5 "D" "D"
"DD" "22" 520 TRUE 5 "D" "D"
"EE" "58" 521 TRUE 5 "E" "E"
"EE" "20" 548 TRUE 5 "E" "E"
"ED" "100" 729 TRUE 5 "E" "D"
"ED" "1" 639 TRUE 5 "E" "D"
"DD" "3" 488 TRUE 5 "D" "D"
"ED" "95" 655 TRUE 5 "E" "D"
"DE" "66" 682 TRUE 5 "D" "E"
"EE" "16" 615 TRUE 5 "E" "E"
"DE" "61" 577 TRUE 5 "D" "E"
"DD" "33" 665 TRUE 5 "D" "D"
"DD" "23" 619 TRUE 5 "D" "D"
"DE" "14" 855 TRUE 5 "D" "E"
"DD" "30" 636 TRUE 6 "D" "D"
"DD" "3" 699 TRUE 6 "D" "D"
"EE" "49" 700 TRUE 6 "E" "E"
"EE" "53" 883 TRUE 6 "E" "E"
"EE" "51" 1000 FALSE 6 "E" "E"
"DD" "27" 699 TRUE 6 "D" "D"
"EE" "10" 899 TRUE 6 "E" "E"
"DE" "8" 1000 FALSE 6 "D" "E"
"EE" "11" 1000 FALSE 6 "E" "E"
"DE" "9" 998 TRUE 6 "D" "E"
"DE" "14" 1000 FALSE 6 "D" "E"
"DE" "61" 731 TRUE 6 "D" "E"
"EE" "56" 993 TRUE 6 "E" "E"
"DE" "71" 830 FALSE 6 "D" "E"
"DD" "21" 651 TRUE 6 "D" "D"
"EE" "41" 1000 FALSE 6 "E" "E"
"DE" "4" 620 FALSE 6 "D" "E"
"ED" "84" 909 TRUE 6 "E" "D"
"DE" "10" 767 TRUE 6 "D" "E"
"DD" "24" 805 TRUE 6 "D" "D"
"DD" "33" 1000 FALSE 6 "D" "D"
"DD" "19" 655 TRUE 6 "D" "D"
"EE" "12" 652 TRUE 6 "E" "E"
"EE" "15" 797 TRUE 6 "E" "E"
"EE" "18" 700 TRUE 6 "E" "E"
"ED" "88" 787 TRUE 6 "E" "D"
"EE" "60" 740 TRUE 6 "E" "E"
"DD" "28" 829 TRUE 6 "D" "D"
"ED" "82" 810 TRUE 6 "E" "D"
"DE" "7" 1000 FALSE 6 "D" "E"
"ED" "92" 1000 FALSE 6 "E" "D"
"DD" "6" 714 TRUE 6 "D" "D"
"ED" "13" 1000 FALSE 6 "E" "D"
"DD" "35" 789 TRUE 6 "D" "D"
"EE" "47" 740 TRUE 6 "E" "E"
"EE" "50" 837 TRUE 6 "E" "E"
"DD" "12" 521 TRUE 6 "D" "D"
"EE" "19" 738 FALSE 6 "E" "E"
"ED" "85" 789 TRUE 6 "E" "D"
"DE" "17" 787 TRUE 6 "D" "E"
"EE" "14" 798 TRUE 6 "E" "E"
"EE" "1" 914 TRUE 6 "E" "E"
"ED" "17" 706 TRUE 6 "E" "D"
"EE" "6" 1000 FALSE 6 "E" "E"
"ED" "91" 919 TRUE 6 "E" "D"
"DD" "4" 621 TRUE 6 "D" "D"
"DD" "2" 524 TRUE 6 "D" "D"
"ED" "11" 596 TRUE 6 "E" "D"
"ED" "93" 953 TRUE 6 "E" "D"
"DE" "79" 857 TRUE 6 "D" "E"
"ED" "3" 614 TRUE 6 "E" "D"
"DE" "68" 904 TRUE 6 "D" "E"
"DE" "2" 989 TRUE 6 "D" "E"
"DE" "78" 1000 FALSE 6 "D" "E"
"DD" "31" 683 TRUE 6 "D" "D"
"DD" "37" 964 TRUE 6 "D" "D"
"DD" "9" 519 TRUE 6 "D" "D"
"EE" "13" 1000 FALSE 6 "E" "E"
"EE" "43" 1000 FALSE 6 "E" "E"
"DD" "8" 646 TRUE 6 "D" "D"
"ED" "20" 629 TRUE 6 "E" "D"
"DE" "62" 1000 FALSE 6 "D" "E"
"ED" "97" 1000 FALSE 6 "E" "D"
"ED" "81" 1000 FALSE 6 "E" "D"
"EE" "52" 942 TRUE 6 "E" "E"
"ED" "18" 646 TRUE 6 "E" "D"
"EE" "16" 1000 FALSE 6 "E" "E"
"DD" "17" 515 TRUE 6 "D" "D"
"EE" "58" 822 TRUE 6 "E" "E"
"DE" "64" 724 TRUE 6 "D" "E"
"EE" "3" 406 TRUE 6 "E" "E"
"DD" "40" 825 TRUE 6 "D" "D"
"DD" "13" 503 TRUE 6 "D" "D"
"EE" "8" 835 TRUE 6 "E" "E"
"DE" "12" 478 TRUE 6 "D" "E"
"EE" "7" 528 TRUE 6 "E" "E"
"EE" "59" 895 TRUE 6 "E" "E"
"DD" "7" 934 TRUE 6 "D" "D"
"DD" "38" 728 TRUE 6 "D" "D"
"ED" "5" 526 TRUE 6 "E" "D"
"DE" "19" 776 FALSE 6 "D" "E"
"DE" "11" 588 TRUE 6 "D" "E"
"DD" "15" 462 TRUE 6 "D" "D"
"ED" "96" 859 FALSE 6 "E" "D"
"DE" "74" 739 TRUE 6 "D" "E"
"ED" "19" 653 TRUE 6 "E" "D"
"EE" "55" 1000 FALSE 6 "E" "E"
"DE" "18" 586 TRUE 6 "D" "E"
"DE" "5" 509 TRUE 6 "D" "E"
"ED" "8" 582 TRUE 6 "E" "D"
"DE" "15" 502 TRUE 6 "D" "E"
"EE" "48" 745 TRUE 6 "E" "E"
"DE" "76" 668 TRUE 6 "D" "E"
"EE" "5" 574 TRUE 6 "E" "E"
"DD" "26" 876 TRUE 6 "D" "D"
"DD" "16" 619 TRUE 6 "D" "D"
"EE" "4" 469 TRUE 6 "E" "E"
"EE" "45" 1000 FALSE 6 "E" "E"
"ED" "89" 789 TRUE 6 "E" "D"
"DD" "29" 742 TRUE 6 "D" "D"
"DD" "34" 954 TRUE 6 "D" "D"
"ED" "1" 1000 FALSE 6 "E" "D"
"DE" "66" 921 TRUE 6 "D" "E"
"DE" "72" 895 TRUE 6 "D" "E"
"DD" "25" 954 TRUE 6 "D" "D"
"EE" "9" 502 TRUE 6 "E" "E"
"DD" "22" 818 TRUE 6 "D" "D"
"ED" "100" 837 TRUE 6 "E" "D"
"EE" "17" 562 TRUE 6 "E" "E"
"EE" "20" 699 TRUE 6 "E" "E"
"ED" "7" 647 TRUE 6 "E" "D"
"EE" "42" 788 TRUE 6 "E" "E"
"DE" "67" 793 TRUE 6 "D" "E"
"DE" "73" 871 TRUE 6 "D" "E"
"DE" "65" 916 FALSE 6 "D" "E"
"ED" "94" 652 TRUE 6 "E" "D"
"DD" "36" 797 TRUE 6 "D" "D"
"DD" "32" 877 TRUE 6 "D" "D"
"DE" "1" 522 TRUE 6 "D" "E"
"EE" "57" 827 TRUE 6 "E" "E"
"ED" "98" 775 TRUE 6 "E" "D"
"ED" "90" 588 TRUE 6 "E" "D"
"DD" "20" 427 TRUE 6 "D" "D"
"EE" "46" 877 TRUE 6 "E" "E"
"ED" "4" 445 TRUE 6 "E" "D"
"DE" "13" 509 TRUE 6 "D" "E"
"ED" "16" 684 TRUE 6 "E" "D"
"ED" "14" 514 TRUE 6 "E" "D"
"DD" "18" 474 TRUE 6 "D" "D"
"ED" "15" 365 TRUE 6 "E" "D"
"DE" "80" 811 TRUE 6 "D" "E"
"ED" "12" 495 TRUE 6 "E" "D"
"ED" "10" 554 TRUE 6 "E" "D"
"DE" "69" 812 TRUE 6 "D" "E"
"DD" "39" 1000 FALSE 6 "D" "D"
"ED" "83" 1000 FALSE 6 "E" "D"
"ED" "99" 1000 FALSE 6 "E" "D"
"EE" "44" 999 TRUE 6 "E" "E"
"ED" "9" 486 TRUE 6 "E" "D"
"DE" "77" 729 TRUE 6 "D" "E"
"ED" "2" 511 TRUE 6 "E" "D"
"ED" "86" 700 TRUE 6 "E" "D"
"DE" "75" 1000 FALSE 6 "D" "E"
"DD" "1" 423 TRUE 6 "D" "D"
"DD" "11" 637 TRUE 6 "D" "D"
"EE" "2" 532 TRUE 6 "E" "E"
"DE" "6" 915 TRUE 6 "D" "E"
"ED" "95" 729 TRUE 6 "E" "D"
"ED" "87" 796 TRUE 6 "E" "D"
"DE" "70" 1000 FALSE 6 "D" "E"
"DD" "14" 455 TRUE 6 "D" "D"
"DE" "3" 460 TRUE 6 "D" "E"
"DD" "23" 691 TRUE 6 "D" "D"
"DD" "10" 438 TRUE 6 "D" "D"
"DD" "5" 469 TRUE 6 "D" "D"
"DE" "63" 770 TRUE 6 "D" "E"
"DE" "20" 621 TRUE 6 "D" "E"
"ED" "6" 572 TRUE 6 "E" "D"
"DE" "16" 845 TRUE 6 "D" "E"
"EE" "54" 601 TRUE 6 "E" "E"
"DE" "77" 1000 FALSE 7 "D" "E"
"EE" "7" 677 TRUE 7 "E" "E"
"DE" "72" 863 TRUE 7 "D" "E"
"ED" "6" 667 TRUE 7 "E" "D"
"DE" "73" 788 TRUE 7 "D" "E"
"EE" "20" 517 TRUE 7 "E" "E"
"DE" "63" 687 TRUE 7 "D" "E"
"DD" "22" 698 TRUE 7 "D" "D"
"ED" "82" 877 TRUE 7 "E" "D"
"EE" "2" 721 TRUE 7 "E" "E"
"EE" "51" 657 TRUE 7 "E" "E"
"DD" "15" 510 TRUE 7 "D" "D"
"ED" "87" 734 TRUE 7 "E" "D"
"ED" "90" 699 TRUE 7 "E" "D"
"ED" "92" 828 TRUE 7 "E" "D"
"EE" "54" 1000 FALSE 7 "E" "E"
"ED" "97" 1000 FALSE 7 "E" "D"
"DD" "7" 792 TRUE 7 "D" "D"
"EE" "9" 782 TRUE 7 "E" "E"
"DE" "61" 750 TRUE 7 "D" "E"
"DD" "4" 570 TRUE 7 "D" "D"
"ED" "2" 595 TRUE 7 "E" "D"
"DD" "38" 836 TRUE 7 "D" "D"
"DE" "80" 752 TRUE 7 "D" "E"
"EE" "56" 830 FALSE 7 "E" "E"
"DE" "15" 745 TRUE 7 "D" "E"
"ED" "10" 633 TRUE 7 "E" "D"
"DE" "14" 859 TRUE 7 "D" "E"
"ED" "83" 917 TRUE 7 "E" "D"
"DD" "40" 766 TRUE 7 "D" "D"
"DD" "9" 893 TRUE 7 "D" "D"
"ED" "11" 717 TRUE 7 "E" "D"
"EE" "55" 952 TRUE 7 "E" "E"
"ED" "5" 605 TRUE 7 "E" "D"
"ED" "17" 596 TRUE 7 "E" "D"
"EE" "47" 945 TRUE 7 "E" "E"
"EE" "46" 927 TRUE 7 "E" "E"
"DD" "32" 932 TRUE 7 "D" "D"
"ED" "86" 781 TRUE 7 "E" "D"
"ED" "91" 777 TRUE 7 "E" "D"
"EE" "59" 765 TRUE 7 "E" "E"
"EE" "49" 806 TRUE 7 "E" "E"
"DE" "11" 806 TRUE 7 "D" "E"
"DE" "69" 609 TRUE 7 "D" "E"
"DD" "16" 605 TRUE 7 "D" "D"
"DE" "2" 817 TRUE 7 "D" "E"
"EE" "13" 1000 FALSE 7 "E" "E"
"EE" "10" 504 TRUE 7 "E" "E"
"ED" "81" 738 TRUE 7 "E" "D"
"ED" "12" 573 TRUE 7 "E" "D"
"DE" "7" 610 TRUE 7 "D" "E"
"ED" "93" 602 TRUE 7 "E" "D"
"DE" "17" 595 TRUE 7 "D" "E"
"ED" "18" 586 TRUE 7 "E" "D"
"DE" "71" 681 TRUE 7 "D" "E"
"ED" "7" 608 TRUE 7 "E" "D"
"ED" "88" 602 TRUE 7 "E" "D"
"DE" "10" 509 TRUE 7 "D" "E"
"ED" "98" 765 TRUE 7 "E" "D"
"DE" "5" 591 TRUE 7 "D" "E"
"EE" "44" 643 TRUE 7 "E" "E"
"EE" "58" 637 TRUE 7 "E" "E"
"DD" "10" 605 TRUE 7 "D" "D"
"DE" "79" 770 TRUE 7 "D" "E"
"DE" "64" 867 TRUE 7 "D" "E"
"DD" "17" 520 TRUE 7 "D" "D"
"DD" "37" 632 TRUE 7 "D" "D"
"ED" "1" 593 TRUE 7 "E" "D"
"DE" "16" 898 TRUE 7 "D" "E"
"DE" "76" 898 TRUE 7 "D" "E"
"DD" "1" 523 TRUE 7 "D" "D"
"DD" "28" 615 TRUE 7 "D" "D"
"EE" "42" 712 TRUE 7 "E" "E"
"EE" "12" 629 TRUE 7 "E" "E"
"DE" "9" 536 TRUE 7 "D" "E"
"EE" "60" 677 TRUE 7 "E" "E"
"DD" "3" 610 TRUE 7 "D" "D"
"DE" "70" 770 TRUE 7 "D" "E"
"EE" "1" 842 TRUE 7 "E" "E"
"EE" "6" 803 FALSE 7 "E" "E"
"DD" "12" 507 TRUE 7 "D" "D"
"DE" "19" 658 FALSE 7 "D" "E"
"DE" "3" 668 TRUE 7 "D" "E"
"DD" "39" 674 TRUE 7 "D" "D"
"DD" "19" 686 TRUE 7 "D" "D"
"DE" "6" 716 FALSE 7 "D" "E"
"ED" "9" 710 TRUE 7 "E" "D"
"ED" "100" 634 TRUE 7 "E" "D"
"EE" "53" 647 TRUE 7 "E" "E"
"DE" "68" 600 TRUE 7 "D" "E"
"EE" "14" 677 TRUE 7 "E" "E"
"DD" "2" 512 TRUE 7 "D" "D"
"EE" "48" 613 TRUE 7 "E" "E"
"ED" "96" 726 TRUE 7 "E" "D"
"DD" "31" 577 TRUE 7 "D" "D"
"EE" "57" 758 TRUE 7 "E" "E"
"ED" "20" 534 TRUE 7 "E" "D"
"DE" "18" 649 TRUE 7 "D" "E"
"ED" "16" 495 TRUE 7 "E" "D"
"DD" "34" 586 TRUE 7 "D" "D"
"EE" "19" 854 TRUE 7 "E" "E"
"DD" "20" 548 TRUE 7 "D" "D"
"EE" "3" 528 TRUE 7 "E" "E"
"DE" "67" 662 TRUE 7 "D" "E"
"ED" "14" 599 TRUE 7 "E" "D"
"ED" "84" 736 TRUE 7 "E" "D"
"DD" "35" 681 TRUE 7 "D" "D"
"ED" "8" 675 TRUE 7 "E" "D"
"EE" "11" 502 TRUE 7 "E" "E"
"DD" "18" 563 TRUE 7 "D" "D"
"DD" "25" 637 TRUE 7 "D" "D"
"DD" "33" 625 TRUE 7 "D" "D"
"DE" "13" 552 TRUE 7 "D" "E"
"DD" "27" 730 TRUE 7 "D" "D"
"DD" "8" 508 TRUE 7 "D" "D"
"EE" "16" 495 TRUE 7 "E" "E"
"DE" "75" 677 TRUE 7 "D" "E"
"EE" "45" 605 TRUE 7 "E" "E"
"EE" "52" 606 TRUE 7 "E" "E"
"DD" "13" 786 TRUE 7 "D" "D"
"ED" "85" 675 TRUE 7 "E" "D"
"EE" "18" 614 TRUE 7 "E" "E"
"DE" "1" 636 TRUE 7 "D" "E"
"ED" "99" 577 TRUE 7 "E" "D"
"DD" "11" 484 TRUE 7 "D" "D"
"ED" "13" 503 TRUE 7 "E" "D"
"DD" "14" 442 TRUE 7 "D" "D"
"DD" "26" 705 TRUE 7 "D" "D"
"EE" "4" 564 TRUE 7 "E" "E"
"DE" "66" 1000 FALSE 7 "D" "E"
"EE" "50" 810 TRUE 7 "E" "E"
"DD" "24" 896 TRUE 7 "D" "D"
"DE" "8" 637 TRUE 7 "D" "E"
"DD" "29" 636 TRUE 7 "D" "D"
"ED" "89" 619 TRUE 7 "E" "D"
"DE" "78" 728 TRUE 7 "D" "E"
"EE" "5" 539 TRUE 7 "E" "E"
"DD" "23" 721 TRUE 7 "D" "D"
"ED" "4" 495 TRUE 7 "E" "D"
"DE" "12" 520 TRUE 7 "D" "E"
"ED" "94" 575 TRUE 7 "E" "D"
"ED" "19" 586 TRUE 7 "E" "D"
"DD" "5" 460 TRUE 7 "D" "D"
"DD" "6" 568 TRUE 7 "D" "D"
"DE" "4" 504 TRUE 7 "D" "E"
"DE" "20" 652 TRUE 7 "D" "E"
"DD" "21" 660 TRUE 7 "D" "D"
"EE" "17" 581 TRUE 7 "E" "E"
"EE" "41" 629 TRUE 7 "E" "E"
"EE" "43" 655 TRUE 7 "E" "E"
"DE" "62" 639 TRUE 7 "D" "E"
"DD" "36" 795 TRUE 7 "D" "D"
"DE" "65" 660 TRUE 7 "D" "E"
"EE" "15" 551 TRUE 7 "E" "E"
"DD" "30" 712 TRUE 7 "D" "D"
"ED" "15" 463 TRUE 7 "E" "D"
"ED" "95" 587 TRUE 7 "E" "D"
"ED" "3" 488 TRUE 7 "E" "D"
"DE" "74" 590 TRUE 7 "D" "E"
"EE" "8" 726 TRUE 7 "E" "E"
"DD" "32" 786 TRUE 8 "D" "D"
"EE" "47" 1000 FALSE 8 "E" "E"
"DE" "71" 847 TRUE 8 "D" "E"
"DE" "1" 1000 FALSE 8 "D" "E"
"EE" "10" 536 TRUE 8 "E" "E"
"EE" "3" 545 TRUE 8 "E" "E"
"EE" "56" 1000 FALSE 8 "E" "E"
"DD" "21" 915 TRUE 8 "D" "D"
"ED" "87" 873 TRUE 8 "E" "D"
"EE" "17" 799 TRUE 8 "E" "E"
"ED" "84" 861 TRUE 8 "E" "D"
"EE" "19" 782 FALSE 8 "E" "E"
"EE" "11" 745 TRUE 8 "E" "E"
"DE" "67" 684 TRUE 8 "D" "E"
"DE" "4" 692 TRUE 8 "D" "E"
"DE" "5" 752 TRUE 8 "D" "E"
"DE" "63" 1000 FALSE 8 "D" "E"
"EE" "60" 767 TRUE 8 "E" "E"
"DE" "62" 847 TRUE 8 "D" "E"
"DE" "16" 952 TRUE 8 "D" "E"
"DD" "33" 739 TRUE 8 "D" "D"
"ED" "98" 758 TRUE 8 "E" "D"
"EE" "43" 1000 FALSE 8 "E" "E"
"ED" "4" 583 TRUE 8 "E" "D"
"DE" "12" 802 TRUE 8 "D" "E"
"DD" "34" 628 TRUE 8 "D" "D"
"ED" "10" 695 TRUE 8 "E" "D"
"DE" "65" 565 TRUE 8 "D" "E"
"ED" "94" 690 TRUE 8 "E" "D"
"ED" "81" 692 TRUE 8 "E" "D"
"EE" "59" 1000 FALSE 8 "E" "E"
"DD" "28" 715 TRUE 8 "D" "D"
"DE" "13" 660 TRUE 8 "D" "E"
"DD" "35" 712 TRUE 8 "D" "D"
"ED" "85" 901 TRUE 8 "E" "D"
"DE" "79" 690 TRUE 8 "D" "E"
"ED" "14" 548 TRUE 8 "E" "D"
"DD" "40" 603 TRUE 8 "D" "D"
"EE" "55" 732 TRUE 8 "E" "E"
